web-scraper-order,web-scraper-start-url,name,rank,unit,death_date,profile_link,profile_link-href,image_url-src
"1753822441-132","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","אל""ם (במיל')
                        ליאון בר (בן מוחה)
                        ז""ל","אל""ם (במיל')","אוגדת יהודה ושומרון","נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)","אל""ם (במיל')
                        ליאון בר (בן מוחה)
                        ז""ל
                    
                        
                            אוגדת יהודה ושומרון
                        

                        נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9C%D7%99%D7%90%D7%95%D7%9F-%D7%91%D7%A8-%D7%91%D7%9F-%D7%9E%D7%95%D7%97%D7%94/","/media/uteplbwc/ליאון-בר.jpeg?rxy=0.336559074155746,0.24014651865146983&width=157&height=211"
"1753822441-133","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","רס""ן
                        בן ברונשטיין
                        ז""ל","רס""ן","עוצבת הקומנדו","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן
                        בן ברונשטיין
                        ז""ל
                    
                        
                            עוצבת הקומנדו
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%91%D7%9F-%D7%91%D7%A8%D7%95%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F/","/media/t1kgudtm/בן-ברונשטיין.jpeg?rxy=0.31891430579138536,0.17068713215469544&width=157&height=211"
"1753822441-134","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","רס""ר (במיל')
                        ידידיה משה רזיאל
                        ז""ל","רס""ר (במיל')","חיל הגנת הגבולות","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ר (במיל')
                        ידידיה משה רזיאל
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%93%D7%99%D7%93%D7%99%D7%94-%D7%9E%D7%A9%D7%94-%D7%A8%D7%96%D7%99%D7%90%D7%9C/","/media/2jsb1pvs/ידידיה-רזיאל.jpeg?rxy=0.42222794300873268,0.35699752314558714&width=157&height=211"
"1753822441-135","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","סמל
                        עמיחי שמעון רובין
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ה בתשרי התשפ""ד (10 באוקטובר 2023)","סמל
                        עמיחי שמעון רובין
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ה בתשרי התשפ""ד (10 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%9E%D7%99%D7%97%D7%99-%D7%A9%D7%9E%D7%A2%D7%95%D7%9F-%D7%A8%D7%95%D7%91%D7%99%D7%9F/","/media/wpfif2wp/עמיחי-רובין.jpeg?rxy=0.445829875162773,0.24007485674949541&width=157&height=211"
"1753822441-136","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","רס""ר (במיל')
                        בכור סויד
                        ז""ל","רס""ר (במיל')","חיל הגנת הגבולות","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ר (במיל')
                        בכור סויד
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%91%D7%9B%D7%95%D7%A8-%D7%A1%D7%95%D7%99%D7%93/","/media/ul1d0kl1/בכור-סויד.jpeg?rxy=0.78142885520008831,0.38727901937574238&width=157&height=211"
"1753822441-137","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","סמל
                        אמיל סמוילוב
                        ז""ל","סמל","מתאם פעולות הממשלה בשטחים","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        אמיל סמוילוב
                        ז""ל
                    
                        
                            מתאם פעולות הממשלה בשטחים
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9E%D7%99%D7%9C-%D7%A1%D7%9E%D7%95%D7%99%D7%9C%D7%95%D7%91/","/media/ig1n1yym/אמיל-סמוילוב.jpeg?rxy=0.55997202087146969,0.18262686497375394&width=157&height=211"
"1753822441-138","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","סמל
                        איתמר כהן
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        איתמר כהן
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%99%D7%AA%D7%9E%D7%A8-%D7%9B%D7%94%D7%9F/","/media/vzwb4beb/איתמר-כהן.jpeg?rxy=0.67849455802671366,0.31693897985708824&width=157&height=211"
"1753822441-139","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","סמ""ר
                        דביר זכאי
                        ז""ל","סמ""ר","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        דביר זכאי
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%93%D7%91%D7%99%D7%A8-%D7%96%D7%9B%D7%90%D7%99/","/media/0hjk1fi2/דביר-זכאי.jpeg?rxy=0.58119481072008761,0.33981316089560276&width=157&height=211"
"1753822441-140","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=74","רס""ן
                        עילי זיסר
                        ז""ל","רס""ן","סיירת מטכ""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן
                        עילי זיסר
                        ז""ל
                    
                        
                            סיירת מטכ""ל
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%99%D7%9C%D7%99-%D7%96%D7%99%D7%A1%D7%A8/","/media/sr5fkrgo/עילי-זיסר.jpg?rxy=0.54012719048346336,0.32589130576239927&width=157&height=211"
"1753822444-141","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","סמל
                        שיראל מור
                        ז""ל","סמל","חיל הגנת הגבולות","נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        שיראל מור
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרה ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%99%D7%A8%D7%90%D7%9C-%D7%9E%D7%95%D7%A8/","/media/qwzdytir/שיראל-מור.jpeg?rxy=0.62397209175177792,0.28331510222242384&width=157&height=211"
"1753822444-142","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","סמ""ר
                        דניאל שפרבר
                        ז""ל","סמ""ר","חיל הגנת הגבולות","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        דניאל שפרבר
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%93%D7%A0%D7%99%D7%90%D7%9C-%D7%A9%D7%A4%D7%A8%D7%91%D7%A8/","/media/p2opoy3a/דניאל-שפרבר.jpeg?rxy=0.40229664439741158,0.45238079249898755&width=157&height=211"
"1753822444-143","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","סמ""ר
                        דור ירחי
                        ז""ל","סמ""ר","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        דור ירחי
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%93%D7%95%D7%A8-%D7%99%D7%A8%D7%97%D7%99/","/media/j4anfrr1/דוד-ירחי.jpeg?rxy=0.51917764298085245,0.27667037649148141&width=157&height=211"
"1753822444-144","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","רס""ל
                        אביאל מלקמו
                        ז""ל","רס""ל","עוצבת הקומנדו","נפל בכ""ד בתשרי התשפ""ד (09 באוקטובר 2023)","רס""ל
                        אביאל מלקמו
                        ז""ל
                    
                        
                            עוצבת הקומנדו
                        

                        נפל בכ""ד בתשרי התשפ""ד (09 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%90%D7%9C-%D7%9E%D7%9C%D7%A7%D7%9E%D7%95/","/media/dogfqp5n/אביאל-מלקמו.jpeg?rxy=0.47745325197845856,0.32933897243107768&width=157&height=211"
"1753822444-145","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","רב""ט
                        מיה ויאלובו פולו
                        ז""ל","רב""ט","חיל הגנת הגבולות","נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רב""ט
                        מיה ויאלובו פולו
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרה ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9E%D7%99%D7%94-%D7%95%D7%99%D7%90%D7%9C%D7%95%D7%91%D7%95-%D7%A4%D7%95%D7%9C%D7%95/","/media/d25p5ixn/מיה-ויאלובו.jpeg?rxy=0.46164343581250117,0.32775200634297724&width=157&height=211"
"1753822444-146","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","רס""ם (במיל')
                        ראובן שישפורטיש
                        ז""ל","רס""ם (במיל')","חיל הגנת הגבולות","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ם (במיל')
                        ראובן שישפורטיש
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%90%D7%95%D7%91%D7%9F-%D7%A9%D7%99%D7%A9%D7%A4%D7%95%D7%A8%D7%98%D7%99%D7%A9/","/media/vdwoerpz/ראובן-יחיא-אברהם-שישפורטיש.jpeg?rxy=0.52043004189768149,0.43127279986275907&width=157&height=211"
"1753822444-147","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","סמ""ר
                        אביעד רבלין
                        ז""ל","סמ""ר","החטיבה הטכנולוגית ליבשה","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        אביעד רבלין
                        ז""ל
                    
                        
                            החטיבה הטכנולוגית ליבשה
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%A2%D7%93-%D7%A8%D7%91%D7%9C%D7%99%D7%9F/","/media/htxjqmgu/9ff9c939-7575-4664-95af-5e7fbc3518fe.jpg?width=157&height=211"
"1753822444-148","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","סמ""ר
                        אדם אגמון
                        ז""ל","סמ""ר","חטיבת ביסל""ח (828)","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        אדם אגמון
                        ז""ל
                    
                        
                            חטיבת ביסל""ח (828)
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%93%D7%9D-%D7%90%D7%92%D7%9E%D7%95%D7%9F/","/media/ruqh5jyc/אדם-אגמון.jpeg?rxy=0.50796460176991154,0.33737620588529488&width=157&height=211"
"1753822444-149","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","רס""ל
                        איתי יהודה באוסי
                        ז""ל","רס""ל","עוצבת הקומנדו","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ל
                        איתי יהודה באוסי
                        ז""ל
                    
                        
                            עוצבת הקומנדו
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%99%D7%AA%D7%99-%D7%99%D7%94%D7%95%D7%93%D7%94-%D7%91%D7%90%D7%95%D7%A1%D7%99/","/media/011enzgh/איתי-יהודה-באוסי.jpeg?rxy=0.44993982151433021,0.35485076904296875&width=157&height=211"
"1753822444-150","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=73","רב""ט
                        יונתן אלעזרי
                        ז""ל","רב""ט","חטיבת הצנחנים","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רב""ט
                        יונתן אלעזרי
                        ז""ל
                    
                        
                            חטיבת הצנחנים
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%95%D7%A0%D7%AA%D7%9F-%D7%90%D7%9C%D7%A2%D7%96%D7%A8%D7%99/","/media/koyniymn/יונתן-אלעזרי.jpeg?rxy=0.6044443359375,0.2687540371590631&width=157&height=211"
"1753822446-151","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","סמ""ר
                        נאור סיבוני
                        ז""ל","סמ""ר","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        נאור סיבוני
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%90%D7%95%D7%A8-%D7%A1%D7%99%D7%91%D7%95%D7%A0%D7%99/","/media/pe0oen0l/נאור-סיבוני.jpeg?rxy=0.53006287728519152,0.23652892412395018&width=157&height=211"
"1753822446-152","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","סמל
                        אביב חג'ג'
                        ז""ל","סמל","חיל הגנת הגבולות","נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        אביב חג'ג'
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרה ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%91-%D7%97%D7%92%D7%92/","/media/oznbebij/אביב-חג-ג.jpeg?rxy=0.31397842899445566,0.41635668546494858&width=157&height=211"
"1753822446-153","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","רס""ן
                        שגיא גולן
                        ז""ל","רס""ן","חטיבת המרום","נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)","רס""ן
                        שגיא גולן
                        ז""ל
                    
                        
                            חטיבת המרום
                        

                        נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%92%D7%99%D7%90-%D7%92%D7%95%D7%9C%D7%9F/","/media/0bmhru2l/שגיא-גולן.jpeg?rxy=0.42688165480090728,0.12448231218454293&width=157&height=211"
"1753822446-154","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","סמל
                        עילי נועם בן מוחה
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        עילי נועם בן מוחה
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%99%D7%9C%D7%99-%D7%A0%D7%95%D7%A2%D7%9D-%D7%91%D7%9F-%D7%9E%D7%95%D7%97%D7%94/","/media/wiambmjc/עילי-נועם-בן-מוחה.jpeg?rxy=0.42465715977570395,0.2302529488133459&width=157&height=211"
"1753822446-155","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","סרן
                        שיר אילת
                        ז""ל","סרן","חיל הגנת הגבולות","נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן
                        שיר אילת
                        ז""ל
                    
                        
                            חיל הגנת הגבולות
                        

                        נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרה ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%99%D7%A8-%D7%90%D7%99%D7%9C%D7%AA/","/media/xwoatsyp/שיר-אילת.jpeg?rxy=0.19862991732860971,0.20416240574947372&width=157&height=211"
"1753822446-156","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","סרן
                        עידן באלוי
                        ז""ל","סרן","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן
                        עידן באלוי
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%99%D7%93%D7%9F-%D7%91%D7%90%D7%9C%D7%95%D7%99/","/media/x1tbhdj2/עידן-באלוי.jpeg?rxy=0.493026414176909,0.45373463710414924&width=157&height=211"
"1753822446-157","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=72","רס""ל
                        אופק רוסו
                        ז""ל","רס""ל","שייטת 13","נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)","רס""ל
                        אופק רוסו
                        ז""ל
                    
                        
                            שייטת 13
                        

                        נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A4%D7%A7-%D7%A8%D7%95%D7%A1%D7%95/","/media/ec3nmv0l/אופק-רוסו.jpeg?rxy=0.41601655470628263,0.39225632908806668&width=157&height=211"
